Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Global_Sales_Disc
10521;God Eater 2: Rage Burst;PS4;2015,0;Role-Playing;Namco Bandai Games;0,0;0,01;0,09;0,0;0,1;Bajas Ventas
10522;Uta no Prince-Sama: Music;PSP;2011,0;Misc;Broccoli;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10523;UNO / Skip-Bo / UNO Freefall;DS;2006,0;Misc;Zoo Digital Publishing;0,1;0,0;0,0;0,01;0,1;Bajas Ventas
10524;Culdcept DS;DS;2008,0;Strategy;Sega;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10525;Colin McRae Rally 04;XB;2004,0;Racing;Codemasters;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10526;Monster Jam: Maximum Destruction;GBA;2002,0;Racing;Ubisoft;0,07;0,03;0,0;0,0;0,1;Bajas Ventas
10527;The King of Fighters: Dream Match 1999;DC;1999,0;Fighting;SNK;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10528;FIFA Street;XB;2005,0;Sports;Electronic Arts;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10529;Truth or Lies;Wii;2010,0;Misc;THQ;0,04;0,05;0,0;0,01;0,1;Bajas Ventas
10530;Weiss Schwarz Portable;PSP;2011,0;Strategy;Namco Bandai Games;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10531;Kirarin * Revolution: Mezase! Idol Queen;DS;2007,0;Simulation;Konami Digital Entertainment;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10532;Dungeons & Dragons Tactics;PSP;2007,0;Strategy;Atari;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10533;X-Men: Children of the Atom;PS;1998,0;Fighting;Acclaim Entertainment;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10534;Hot Wheels: Stunt Track Challenge;XB;2004,0;Racing;THQ;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10535;Dora & Kai-Lan's Pet Shelter;DS;2011,0;Strategy;Take-Two Interactive;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10536;DJ Max Fever;PSP;2009,0;Misc;PM Studios;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10537;Math Blaster in the Prime Adventure;DS;2009,0;Misc;Majesco Entertainment;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10538;Football Director DS;DS;2008,0;Sports;Pinnacle;0,0;0,1;0,0;0,0;0,1;Bajas Ventas
10539;Shellshock;PS;1995,0;Action;Core Design Ltd,;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10540;Blue Stinger;DC;1999,0;Adventure;Activision;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10541;Yggdra Union: We'll Never Fight Alone;PSP;2008,0;Role-Playing;Sting;0,05;0,0;0,04;0,01;0,1;Bajas Ventas
10542;The Destiny of Zorro;Wii;2009,0;Action;505 Games;0,1;0,0;0,0;0,01;0,1;Bajas Ventas
10543;Hot Wheels Ultimate Racing;PSP;2007,0;Action;Activision;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10544;Capcom vs, SNK 2 EO;XB;2003,0;Fighting;Capcom;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10545;Inazuma Eleven GO Strikers 2013;Wii;2012,0;Role-Playing;Level 5;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10546;Metal Gear Solid HD Edition;PS3;2011,0;Action;Konami Digital Entertainment;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10547;Hunter: The Reckoning;GC;2002,0;Action;Virgin Interactive;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10548;Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS;DS;2007,0;Misc;Paon;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10549;Urban Chaos;PS;1999,0;Action;Eidos Interactive;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10550;Creeper World 3: Arc Eternal;Wii;2009,0;Strategy;Namco Bandai Games;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10551;Monkey Mischief! Party Time;Wii;2008,0;Misc;Activision;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10552;Draglade;DS;2007,0;Fighting;505 Games;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10553;DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun;DS;2007,0;Misc;Shogakukan;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10554;Water Sports;Wii;2009,0;Action;Avanquest;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10555;Freaky Flyers;PS2;2003,0;Racing;Midway Games;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10556;Baten Kaitos Origins;GC;2006,0;Role-Playing;Unknown;0,06;0,02;0,02;0,0;0,1;Bajas Ventas
10557;E·O·E: Eve of Extinction;PS2;2002,0;Fighting;Eidos Interactive;0,04;0,03;0,02;0,01;0,1;Bajas Ventas
10558;Pro Evolution Soccer 2016;XOne;2015,0;Sports;Konami Digital Entertainment;0,03;0,06;0,0;0,01;0,1;Bajas Ventas
10559;Dark Summit;XB;2001,0;Sports;THQ;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10560;Penguin no Mondai: The World;DS;2010,0;Adventure;Konami Digital Entertainment;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10561;My Healthy Cooking Coach;DS;;Simulation;Unknown;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10562;Yaiba: Ninja Gaiden Z;PS3;2014,0;Action;Tecmo Koei;0,05;0,04;0,0;0,02;0,1;Bajas Ventas
10563;Flushed Away;DS;2006,0;Platform;D3Publisher;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10564;Surf's Up;X360;2007,0;Sports;Ubisoft;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10565;Hakuouki Portable;PSP;2009,0;Adventure;Idea Factory;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10566;NHL 2004;GC;2003,0;Sports;Electronic Arts;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10567;Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage;X360;2009,0;Role-Playing;Bethesda Softworks;0,09;0,01;0,0;0,01;0,1;Bajas Ventas
10568;Cabela's Adventure Camp;X360;2011,0;Misc;Activision;0,07;0,02;0,0;0,01;0,1;Bajas Ventas
10569;KORG DS-10 Synthesizer Plus;DS;2009,0;Misc;AQ Interactive;0,08;0,0;0,02;0,01;0,1;Bajas Ventas
10570;World Snooker Championship 2007;PS3;2007,0;Sports;Sega;0,0;0,1;0,0;0,0;0,1;Bajas Ventas
10571;X-Men: The Official Game;XB;2006,0;Action;Activision;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10572;RLH: Run Like Hell;PS2;2002,0;Shooter;Virgin Interactive;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10573;Digimon Adventure;PSP;2013,0;Role-Playing;Namco Bandai Games;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10574;Doom 3;PC;2004,0;Shooter;Activision;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10575;The Ant Bully;PS2;2006,0;Platform;Midway Games;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10576;Conflict: Global Terror;XB;2005,0;Shooter;SCi;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10577;Minority Report: Everybody Runs;GC;2002,0;Action;Activision;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10578;Monster Rancher EVO;PS2;2005,0;Role-Playing;Tecmo Koei;0,02;0,02;0,05;0,01;0,1;Bajas Ventas
10579;Project Hacker: Kakusei;DS;2006,0;Action;Nintendo;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10580;Pajama Sam: Don't Fear The Dark;Wii;2008,0;Adventure;Atari;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10581;GRID Autosport;X360;2014,0;Racing;Codemasters;0,03;0,06;0,0;0,01;0,1;Bajas Ventas
10582;World Series of Poker 2008: Battle for the Bracelets;PS3;2007,0;Misc;Activision;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10583;Wasteland 2;PS4;2015,0;Role-Playing;Deep Silver;0,07;0,0;0,01;0,02;0,1;Bajas Ventas
10584;Guitar Hero: Van Halen;PS2;2009,0;Misc;Activision;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10585;Olympic Summer Games: Atlanta 1996;PS;1996,0;Sports;U,S, Gold;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10586;Little League World Series Baseball 2008;Wii;2008,0;Sports;Activision;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10587;Disney's The Haunted Mansion;GC;2003,0;Platform;Take-Two Interactive;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10588;Tatsunoko vs, Capcom: Cross Generation of Heroes;Wii;2008,0;Fighting;Capcom;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10589;Alvin and the Chipmunks: Chipwrecked;X360;2011,0;Misc;505 Games;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10590;Darius Gaiden;SAT;1995,0;Shooter;Acclaim Entertainment;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10591;All Kamen Rider: Rider Generation 2;DS;2012,0;Action;Namco Bandai Games;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10592;Beach Spikers: Virtua Beach Volleyball;GC;2002,0;Sports;Sega;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10593;Total War: WARHAMMER;PC;2016,0;Strategy;Sega;0,0;0,1;0,0;0,01;0,1;Bajas Ventas
10594;Tom Clancy's Ghost Recon: Predator;PSP;2010,0;Shooter;Ubisoft;0,07;0,02;0,0;0,02;0,1;Bajas Ventas
10595;You Don't Know Jack: Mock 2;PS;2000,0;Misc;Vivendi Games;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10596;Blue Dragon: Awakened Shadow;DS;2009,0;Role-Playing;Namco Bandai Games;0,06;0,0;0,03;0,0;0,1;Bajas Ventas
10597;3D Tank Warfare Simulator Panzer Front;PS;1999,0;Simulation;Avalon Interactive;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10598;[Prototype 2];PC;2012,0;Action;Activision;0,07;0,02;0,0;0,01;0,1;Bajas Ventas
10599;NASCAR The Game: Inside Line;X360;2012,0;Racing;Activision;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10600;Sudoku Mania;DS;2006,0;Puzzle;Zoo Digital Publishing;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10601;Blades of Time;PS3;2012,0;Action;Konami Digital Entertainment;0,04;0,03;0,01;0,01;0,1;Bajas Ventas
10602;Rolling Stone: Drum King;Wii;2009,0;Misc;505 Games;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10603;Jade Cocoon 2;PS2;2001,0;Role-Playing;Ubisoft;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10604;Lord of Apocalypse;PSV;2011,0;Role-Playing;Square Enix;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10605;Bejeweled Twist;DS;2010,0;Puzzle;PopCap Games;0,0;0,09;0,0;0,01;0,1;Bajas Ventas
10606;Rock Band 3;DS;2010,0;Misc;MTV Games;0,09;0,01;0,0;0,01;0,1;Bajas Ventas
10607;Kabushiki Baibai Trainer: Kabutore!;DS;2006,0;Simulation;Konami Digital Entertainment;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10608;Sword & Sorcery;SAT;1996,0;Role-Playing;Micro Cabin;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10609;Van Helsing;GBA;2004,0;Action;Activision;0,07;0,03;0,0;0,0;0,1;Bajas Ventas
10610;NFL Tour;X360;2008,0;Sports;Electronic Arts;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10611;Bee Movie Game;PS2;2007,0;Action;Activision;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10612;NBA Live 16;XOne;2015,0;Sports;Electronic Arts;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10613;Spider-Man: Web of Shadows;DS;2008,0;Action;Activision;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10614;Bullet Witch;X360;2006,0;Shooter;Atari;0,07;0,01;0,02;0,01;0,1;Bajas Ventas
10615;USA Today Puzzle Craze;DS;2009,0;Puzzle;Destineer;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10616;Machi-Ing Maker 3 x Tousouchuu;PSP;2010,0;Simulation;D3Publisher;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10617;Kelly Slater's Pro Surfer;XB;2002,0;Sports;Activision;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10618;SNK vs, Capcom: SVC Chaos;XB;2004,0;Fighting;Ignition Entertainment;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10619;Codename: Kids Next Door: Operation V,I,D,E,O,G,A,M,E,;PS2;2005,0;Platform;Global Star;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10620;Choujikuu Yousai Macross: Ai Oboete Imasu ka;SAT;1997,0;Shooter;Namco Bandai Games;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10621;Vanishing Point;PS;2001,0;Racing;Acclaim Entertainment;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10622;SCORE International Baja 1000: The Official Game;Wii;2008,0;Racing;Activision;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10623;Dragonseeds;PS;1998,0;Action;Jaleco;0,03;0,02;0,04;0,01;0,1;Bajas Ventas
10624;The Bard's Tale;XB;2004,0;Role-Playing;Ubisoft;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10625;Opoona;Wii;2007,0;Role-Playing;Tecmo Koei;0,08;0,0;0,01;0,01;0,1;Bajas Ventas
10626;Big League Sports;Wii;2008,0;Sports;Activision;0,09;0,01;0,0;0,01;0,1;Bajas Ventas
10627;nail'd;X360;2010,0;Racing;Deep Silver;0,08;0,02;0,0;0,01;0,1;Bajas Ventas
10628;Nodame Cantabile;DS;2007,0;Misc;Namco Bandai Games;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10629;Alien Hominid;PS2;2004,0;Shooter;Zoo Digital Publishing;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10630;Record of Agarest War Zero;X360;2010,0;Strategy;Compile Heart;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10631;L'Aigle de Guerre;GBA;2001,0;Strategy;Nintendo;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10632;Jeopardy!;N64;1998,0;Misc;GameTek;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10633;Disney's Donald Duck: Goin' Quackers;N64;2000,0;Platform;Ubisoft;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10634;Aidyn Chronicles: The First Mage;N64;2001,0;Role-Playing;THQ;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10635;Aquapazza: Aquaplus Dream Match;PS3;2012,0;Fighting;Aqua Plus;0,05;0,0;0,05;0,01;0,1;Bajas Ventas
10636;Virtual Pool 64;N64;1998,0;Sports;Crave Entertainment;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10637;Indy Racing 2000;N64;2000,0;Racing;Infogrames;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10638;Flying Dragon;N64;1997,0;Fighting;Natsume;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10639;International Superstar Soccer 64 (weekly JP sales);N64;1997,0;Sports;Konami Digital Entertainment;0,0;0,0;0,05;0,05;0,1;Bajas Ventas
10640;Lode Runner 3-D;N64;1998,0;Action;Infogrames;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10641;The History Channel: Civil War - Secret Missions;PS3;2008,0;Shooter;Activision;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10642;GT64 Championship Edition;N64;1998,0;Racing;Ocean;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10643;Milo's Astro Lanes;N64;1998,0;Sports;Interplay;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10644;Gekido;PS;1999,0;Fighting;Infogrames;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10645;Harry Potter and the Deathly Hallows - Part 1;PC;2010,0;Action;Electronic Arts;0,08;0,02;0,0;0,01;0,1;Bajas Ventas
10646;Fifi and the Flowertots;DS;2009,0;Misc;Avanquest;0,0;0,09;0,0;0,01;0,1;Bajas Ventas
10647;Disney's The Jungle Book;GBA;2002,0;Platform;Ubisoft;0,07;0,03;0,0;0,0;0,1;Bajas Ventas
10648;King of Clubs: Mini Golf;Wii;2008,0;Sports;Oxygen Interactive;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10649;Ultimate Marvel vs, Capcom 3;PS3;2011,0;Fighting;Capcom;0,0;0,04;0,04;0,01;0,1;Bajas Ventas
10650;Cate West: The Vanishing Files;DS;2008,0;Adventure;Oxygen Interactive;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10651;Army Men World War: Team Assault;PS;2001,0;Action;3DO;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10652;Tom Clancy's Splinter Cell;GBA;2003,0;Action;Ubisoft;0,07;0,03;0,0;0,0;0,1;Bajas Ventas
10653;Harry Potter and the Deathly Hallows - Part 2;PC;2011,0;Action;Electronic Arts;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10654;NHL 2K6;X360;2005,0;Sports;Take-Two Interactive;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10655;Marvel vs, Capcom: Clash of Super Heroes;DC;1999,0;Fighting;Capcom;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10656;NBA Ballers: Rebound;PSP;2006,0;Sports;Midway Games;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10657;King's Field: The Ancient City;PS2;2001,0;Role-Playing;Metro 3D;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10658;LEGO Rock Raiders;PS;1999,0;Strategy;LEGO Media;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10659;Silent Scope Complete;XB;2004,0;Shooter;Konami Digital Entertainment;0,07;0,02;0,0;0,0;0,1;Bajas Ventas
10660;Digimon All-Star Rumble;PS3;2014,0;Fighting;Namco Bandai Games;0,06;0,03;0,0;0,02;0,1;Bajas Ventas
10661;Ghost in the Shell;PS;1997,0;Simulation;Sony Computer Entertainment;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10662;Atelier Sophie: The Alchemist of the Mysterious Book;PS4;2015,0;Role-Playing;Tecmo Koei;0,01;0,02;0,06;0,01;0,1;Bajas Ventas
10663;Marvel Super Hero Squad: The Infinity Gauntlet;3DS;2011,0;Action;THQ;0,07;0,02;0,0;0,01;0,1;Bajas Ventas
10664;Evil Dead: Fistfull of Boomstick;XB;2003,0;Action;THQ;0,07;0,02;0,0;0,0;0,1;Bajas Ventas
10665;Tom Clancy's Classic Trilogy;XB;2004,0;Shooter;Ubisoft;0,07;0,02;0,0;0,0;0,1;Bajas Ventas
10666;Harvest Moon DS Cute (jp sales);DS;2005,0;Simulation;Marvelous Interactive;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10667;Bleach: Dark Souls (JP sales);DS;2007,0;Fighting;Sega;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10668;Indigo Prophecy;XB;2005,0;Adventure;Atari;0,07;0,03;0,0;0,0;0,1;Bajas Ventas
10669;NASCAR '14;PS3;2014,0;Racing;Deep Silver;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10670;Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training;DS;2007,0;Misc;Benesse;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10671;Over the Hedge;XB;2006,0;Platform;Activision;0,07;0,02;0,0;0,0;0,1;Bajas Ventas
10672;Sneakers;XB;2002,0;Puzzle;Microsoft Game Studios;0,07;0,02;0,0;0,0;0,1;Bajas Ventas
10673;Sword Art Online: Lost Song;PS3;2015,0;Role-Playing;Namco Bandai Games;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10674;Crime Crackers;PS;1994,0;Role-Playing;Sony Computer Entertainment;0,0;0,0;0,09;0,01;0,1;Bajas Ventas
10675;Earth Defense Force 2025,1: The Shadow of New Despair;PS4;2015,0;Action;D3Publisher;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10676;Pro Evolution Soccer 2013;Wii;2012,0;Sports;Konami Digital Entertainment;0,0;0,03;0,06;0,0;0,1;Bajas Ventas
10677;Micro Machines V3;PS;1997,0;Racing;Codemasters;0,06;0,04;0,0;0,01;0,1;Bajas Ventas
10678;Alvin and the Chipmunks: Chipwrecked;Wii;2011,0;Misc;505 Games;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10679;College Hoops 2K6;XB;2005,0;Sports;Take-Two Interactive;0,07;0,02;0,0;0,0;0,1;Bajas Ventas
10680;"Sakura Wars 2: Kimi; Shinitamou koto Nakare";DC;2000,0;Adventure;Sega;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10681;NatGeo Challenge! Wild Life;PS3;2010,0;Misc;Black Bean Games;0,05;0,03;0,0;0,01;0,1;Bajas Ventas
10682;Idol Janshi Suchie-Pai Remix;SAT;1995,0;Misc;Jaleco;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10683;Kung Fu Panda 2;PS3;2011,0;Action;THQ;0,04;0,04;0,0;0,02;0,1;Bajas Ventas
10684;Star Wars: Lethal Alliance;DS;2006,0;Action;Ubisoft;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10685;Exhibition Volume 03;XB;2003,0;Misc;Microsoft Game Studios;0,07;0,02;0,0;0,0;0,1;Bajas Ventas
10686;Zero4 Champ RR-Z;SNES;1995,0;Racing;Media Rings;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10687;Initial D: Street Stage;PSP;2006,0;Racing;Sega;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10688;Tales of Innocence R;PSV;2012,0;Role-Playing;Namco Bandai Games;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10689;Generator Rex: Agent of Providence;3DS;2011,0;Action;Activision;0,07;0,02;0,0;0,01;0,1;Bajas Ventas
10690;Petz Hamsterz Superstarz;DS;2009,0;Simulation;Ubisoft;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10691;NeverDead;X360;2012,0;Shooter;Konami Digital Entertainment;0,06;0,03;0,0;0,01;0,1;Bajas Ventas
10692;Happy Feet Two;X360;;Action;Warner Bros, Interactive Entertainment;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10693;Age of Empires II: The Age of Kings;PC;1999,0;Strategy;Microsoft Game Studios;0,01;0,08;0,0;0,02;0,1;Bajas Ventas
10694;"Warhammer 40;000: Dawn of War II - Chaos Rising";PC;2010,0;Strategy;THQ;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10695;Predator: Concrete Jungle;XB;2005,0;Action;Vivendi Games;0,07;0,02;0,0;0,0;0,1;Bajas Ventas
10696;CSI: Hard Evidence;X360;2007,0;Adventure;Ubisoft;0,07;0,02;0,0;0,01;0,1;Bajas Ventas
10697;F1 2014;PC;2014,0;Racing;Codemasters;0,0;0,09;0,0;0,01;0,1;Bajas Ventas
10698;Code Lyoko: Quest for Infinity;Wii;2007,0;Action;Game Factory;0,07;0,02;0,0;0,01;0,1;Bajas Ventas
10699;Fate/hollow ataraxia;PSV;2014,0;Adventure;Type-Moon;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10700;Lucky * Star: Ryouou Gakuen Outousai;PS2;2008,0;Adventure;Kadokawa Shoten;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10701;Scribblenauts Unmasked: A DC Comics Adventure;3DS;2013,0;Puzzle;Warner Bros, Interactive Entertainment;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10702;Murder in Venice;DS;2011,0;Adventure;City Interactive;0,06;0,03;0,0;0,01;0,1;Bajas Ventas
10703;Nancy Drew: The Model Mysteries;DS;2010,0;Puzzle;THQ;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10704;Ride;XOne;2015,0;Racing;Milestone S,r,l,;0,04;0,05;0,0;0,01;0,1;Bajas Ventas
10705;Naruto Shippuden: Gekito Ninja Taisen! EX;Wii;2007,0;Fighting;Takara Tomy;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10706;Universal Studios Theme Parks Adventure;GC;2001,0;Misc;Kemco;0,08;0,02;0,0;0,0;0,1;Bajas Ventas
10707;Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS;DS;2009,0;Misc;Nintendo;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10708;Little League World Series Baseball 2010;X360;2010,0;Sports;Activision;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10709;Piglet's Big Game;PS2;2003,0;Platform;Gotham Games;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10710;Real Bout Garou Densetsu;SAT;1996,0;Fighting;SNK;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10711;Arcania: Gothic 4;X360;2010,0;Role-Playing;JoWood Productions;0,03;0,04;0,01;0,01;0,1;Bajas Ventas
10712;Ben 10 Galactic Racing;X360;2011,0;Racing;D3Publisher;0,07;0,02;0,0;0,01;0,1;Bajas Ventas
10713;Project FIFA World Cup;PS2;2002,0;Sports;Electronic Arts;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10714;System Flaw;DS;2009,0;Shooter;Enjoy Gaming ltd,;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10715;Rio;X360;2011,0;Misc;THQ;0,05;0,03;0,0;0,01;0,1;Bajas Ventas
10716;Rocky: Legends;XB;2004,0;Action;Ubisoft;0,07;0,02;0,0;0,0;0,1;Bajas Ventas
10717;Lord of Apocalypse;PSP;2011,0;Role-Playing;Square Enix;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10718;The BIGS 2;PSP;2009,0;Sports;Take-Two Interactive;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10719;Horse Life Adventures;DS;2008,0;Simulation;Deep Silver;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10720;iCarly 2: iJoin The Click!;Wii;2010,0;Adventure;Activision;0,08;0,01;0,0;0,01;0,1;Bajas Ventas
10721;Burnout Paradise: The Ultimate Box;PC;2009,0;Racing;Electronic Arts;0,0;0,08;0,0;0,01;0,1;Bajas Ventas
10722;Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen;GBA;2004,0;Adventure;Nintendo;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10723;The Secret Saturdays: Beasts of the 5th Sun;Wii;2009,0;Action;D3Publisher;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
10724;Winter Stars;X360;2011,0;Sports;Deep Silver;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10725;Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou;DS;2008,0;Adventure;Alchemist;0,0;0,0;0,1;0,0;0,1;Bajas Ventas
10726;Star Trek: Shattered Universe;PS2;2004,0;Simulation;Global Star;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10727;The Land Before Time: Great Valley Racing Adventure;PS;2001,0;Racing;TDK Mediactive;0,05;0,04;0,0;0,01;0,1;Bajas Ventas
10728;Ultra Street Fighter IV;PS4;2015,0;Fighting;Capcom;0,0;0,08;0,0;0,01;0,1;Bajas Ventas
10729;Animal Planet: Vet Life;Wii;2009,0;Simulation;Activision;0,09;0,0;0,0;0,01;0,1;Bajas Ventas
